seed,step,queries,loss,maxq0,mean_q,eps,sec
1,170000,14.917,16.09265,-217.962,-224.711,0.05,669.6
1,172000,14.667,15.94434,-217.762,-224.376,0.05,677.8
1,174000,15.25,15.85938,-217.078,-224.925,0.05,686.0
1,176000,14.917,15.9983,-218.227,-225.444,0.05,694.2
1,178000,16.0,15.7005,-219.261,-226.794,0.05,702.4
1,180000,16.167,15.6016,-219.902,-226.578,0.05,710.6
1,182000,16.083,15.26524,-220.537,-227.214,0.05,718.8
1,184000,16.25,15.16716,-222.103,-228.667,0.05,726.9
1,186000,14.833,15.27461,-219.522,-228.561,0.05,735.1
1,188000,14.417,15.58559,-220.454,-228.072,0.05,743.3
1,190000,14.917,15.80785,-219.983,-226.394,0.05,751.5
1,192000,15.5,16.03851,-218.705,-225.591,0.05,759.6
1,194000,15.75,15.89547,-218.194,-225.805,0.05,767.8
1,196000,16.417,15.92543,-219.133,-225.754,0.05,776.0
1,198000,15.667,15.64638,-219.694,-226.399,0.05,784.2
1,200000,15.167,15.40368,-219.956,-226.407,0.05,792.4
1,202000,15.417,15.20218,-220.593,-226.941,0.05,800.6
1,204000,16.25,15.09235,-220.484,-226.999,0.05,808.7
1,206000,15.25,14.88964,-219.739,-226.644,0.05,816.9
1,208000,15.0,14.92979,-218.755,-225.808,0.05,825.2
1,210000,15.5,15.06099,-217.891,-225.085,0.05,833.4
1,212000,15.75,15.26139,-218.079,-225.44,0.05,841.6
1,214000,16.0,15.39012,-217.888,-224.312,0.05,849.7
1,216000,15.167,15.45027,-216.773,-223.714,0.05,857.9
1,218000,14.917,15.77437,-218.384,-224.833,0.05,866.1
1,220000,15.167,15.83969,-218.23,-224.855,0.05,874.3
1,222000,14.667,16.06882,-218.129,-225.593,0.05,882.2
1,224000,16.25,16.43004,-219.031,-226.186,0.05,890.4
1,226000,16.333,16.4505,-219.879,-226.194,0.05,898.5
1,228000,14.917,16.41546,-218.735,-226.209,0.05,906.7
1,230000,15.583,16.1352,-220.488,-226.531,0.05,914.9
1,232000,15.75,15.91767,-221.346,-227.38,0.05,923.1
1,234000,15.75,15.74941,-222.229,-228.353,0.05,931.3
1,236000,15.083,15.71678,-223.723,-229.552,0.05,939.5
1,238000,15.083,15.83201,-222.621,-229.146,0.05,947.6
1,240000,15.0,16.10461,-218.95,-226.744,0.05,955.7
1,242000,15.0,16.13187,-219.225,-225.546,0.05,963.9
1,244000,15.667,15.925,-218.948,-225.51,0.05,972.1
1,246000,15.833,15.41338,-219.191,-225.259,0.05,980.2
1,248000,16.083,15.1165,-219.01,-226.545,0.05,988.4
1,250000,16.25,14.86746,-220.52,-228.016,0.05,996.6
1,252000,15.25,14.98507,-221.518,-228.462,0.05,1004.8
1,254000,15.833,15.03904,-221.439,-228.498,0.05,1013.0
1,256000,14.333,15.10245,-221.71,-228.252,0.05,1021.1
1,258000,15.417,15.28808,-221.015,-227.096,0.05,1029.3
1,260000,14.917,15.22412,-220.561,-226.398,0.05,1037.5
1,262000,16.0,15.07989,-219.947,-226.073,0.05,1045.7
1,264000,16.417,15.34791,-219.63,-226.029,0.05,1053.9
1,266000,15.667,15.27863,-219.187,-227.417,0.05,1062.1
1,268000,15.917,15.21587,-218.905,-226.47,0.05,1070.3
1,270000,15.667,15.21525,-220.992,-226.585,0.05,1078.5
1,272000,15.833,15.20772,-221.006,-227.382,0.05,1086.7
1,274000,15.0,15.57219,-221.338,-227.24,0.05,1094.9
1,276000,15.25,15.51354,-220.897,-228.307,0.05,1103.0
1,278000,15.75,15.58597,-221.451,-227.9,0.05,1111.2
1,280000,15.5,16.00243,-220.715,-227.264,0.05,1119.5
1,282000,15.333,16.44117,-221.072,-227.713,0.05,1127.7
1,284000,15.667,16.31918,-222.037,-228.169,0.05,1135.8
1,286000,14.667,16.4582,-222.478,-228.595,0.05,1144.0
1,288000,15.333,16.19821,-222.533,-228.236,0.05,1152.2
1,290000,15.0,16.0128,-222.69,-229.349,0.05,1160.4
1,292000,15.333,16.12789,-221.436,-227.669,0.05,1168.6
1,294000,16.5,15.9674,-220.982,-227.575,0.05,1176.8
1,296000,15.5,15.71859,-220.622,-227.123,0.05,1185.0
1,298000,15.917,15.61755,-220.701,-227.277,0.05,1193.2
2,0,25.25,9.42818,0.094,-0.001,1.0,0.0
2,2000,23.667,0.7713,-19.557,-20.03,0.9683,10.0
2,4000,21.833,1.02419,-38.257,-38.752,0.9367,16.3
2,6000,25.083,1.81166,-57.278,-57.698,0.905,22.7
2,8000,21.25,2.57961,-75.562,-76.171,0.8733,29.2
2,10000,23.5,3.44919,-94.088,-94.623,0.8417,35.7
2,12000,23.75,4.33132,-111.995,-112.559,0.81,42.3
2,14000,21.917,5.25915,-128.91,-129.793,0.7783,49.0
2,16000,21.667,6.1875,-145.753,-146.675,0.7467,55.7
2,18000,24.417,7.22747,-160.797,-161.884,0.715,62.5
2,20000,22.667,8.17142,-176.788,-178.381,0.6833,69.4
2,22000,23.833,9.24258,-192.111,-193.31,0.6517,76.3
2,24000,21.667,10.34444,-208.909,-210.247,0.62,83.3
2,26000,20.167,11.6795,-225.44,-226.316,0.5883,90.4
2,28000,23.167,13.04449,-240.649,-242.387,0.5567,97.5
2,30000,20.5,14.89118,-255.547,-258.439,0.525,104.7
2,32000,20.083,16.75596,-267.581,-269.185,0.4933,111.9
2,34000,20.583,18.14892,-282.428,-283.55,0.4617,119.3
2,36000,19.917,19.48807,-296.349,-297.83,0.43,126.6
2,38000,20.0,20.57566,-308.482,-310.841,0.3983,134.0
2,40000,19.25,21.75683,-321.449,-323.245,0.3667,141.5
2,42000,20.417,22.84733,-334.631,-336.353,0.335,149.2
2,44000,17.833,24.65754,-346.177,-348.977,0.3033,156.8
2,46000,17.917,26.27879,-359.605,-361.873,0.2717,164.4
2,48000,18.333,27.53144,-372.042,-374.139,0.24,172.2
2,50000,18.417,28.86368,-385.424,-387.168,0.2083,180.0
2,52000,17.667,30.72801,-398.041,-400.559,0.1767,187.9
2,54000,16.167,32.48626,-409.745,-413.201,0.145,195.8
2,56000,16.583,33.84836,-419.926,-423.295,0.1133,203.9
2,58000,17.167,35.69269,-429.844,-432.935,0.0817,212.0
2,60000,16.5,37.37814,-438.515,-443.369,0.05,220.2
2,62000,16.917,38.62161,-447.668,-451.51,0.05,228.3
2,64000,16.417,39.89022,-457.751,-461.058,0.05,236.5
2,66000,16.75,41.12827,-462.424,-470.772,0.05,244.7
2,68000,15.917,42.13345,-472.313,-476.668,0.05,252.9
2,70000,16.583,42.56449,-479.943,-486.152,0.05,261.1
2,72000,16.333,43.02999,-480.289,-491.942,0.05,269.3
2,74000,15.667,43.12554,-492.01,-497.889,0.05,277.5
2,76000,15.583,43.761,-496.608,-504.256,0.05,285.6
2,78000,14.917,44.05402,-500.525,-509.538,0.05,293.8
2,80000,15.5,44.65134,-504.321,-513.811,0.05,302.0
2,82000,15.5,45.22361,-502.354,-513.697,0.05,310.2
2,84000,15.833,44.25354,-505.638,-513.675,0.05,318.3
2,86000,15.667,43.26571,-498.471,-511.115,0.05,326.5
2,88000,15.0,42.75939,-491.469,-507.061,0.05,334.7
2,90000,15.083,41.80462,-482.206,-502.927,0.05,342.8
2,92000,15.75,41.33538,-480.102,-496.56,0.05,351.0
2,94000,15.583,39.51683,-470.264,-485.177,0.05,359.2
2,96000,15.333,36.62265,-454.024,-469.971,0.05,367.4
2,98000,15.083,34.45131,-436.348,-450.976,0.05,375.6
2,100000,16.75,31.67065,-415.382,-431.95,0.05,383.7
2,102000,15.75,28.21243,-397.807,-412.569,0.05,391.9
2,104000,15.917,24.3943,-369.521,-387.588,0.05,400.1
2,106000,15.333,21.22891,-343.477,-360.381,0.05,408.3
2,108000,16.167,18.83837,-313.76,-329.839,0.05,416.4
2,110000,15.25,17.24218,-278.178,-296.514,0.05,424.6
2,112000,15.25,16.21264,-242.037,-260.984,0.05,432.8
2,114000,15.667,15.85995,-216.848,-231.772,0.05,441.0
2,116000,15.5,15.75777,-207.005,-217.652,0.05,449.2
2,118000,15.583,15.83694,-205.217,-213.491,0.05,457.3
2,120000,15.917,16.23306,-207.391,-215.668,0.05,465.5
2,122000,15.167,16.26728,-212.92,-219.612,0.05,473.7
2,124000,15.667,16.40594,-215.723,-221.905,0.05,481.9
2,126000,15.583,16.64888,-216.377,-224.418,0.05,490.1
